case_id,dataset_name,agent_mode,tags,protocol_completed,execution_success,answer_grounded,result_correct,failure_kind,termination_reason,first_execution_success,repair_succeeded,total_llm_turns,total_tool_calls,total_sql_executions,invalid_tool_calls,repeated_tool_calls,unsafe_sql_count,total_duration_ms,final_sql,final_answer,actual_tool_sequence,error_message
fsq_c07,fsq_shanghai_business_v2,function-calling,"[""category_join"", ""medium""]",True,True,True,True,,completed,True,,4,3,1,0,0,0,8280.581310391426,"SELECT c.category_name, COUNT(DISTINCT p.fsq_place_id) AS place_count FROM places p JOIN place_categories pc ON pc.fsq_place_id = p.fsq_place_id JOIN categories c ON c.category_id = pc.category_id WHERE c.category_name LIKE '%Restaurant%' GROUP BY c.category_id, c.category_name ORDER BY place_count DESC LIMIT 10",类型名称中包含“Restaurant”的地点类型前 10 名是：1. Chinese Restaurant（6715 个地点）；2. Japanese Restaurant（2758 个地点）；3. Noodle Restaurant（1797 个地点）；4. Fast Food Restaurant（1609 个地点）；5. Asian Restaurant（1554 个地点）；6. Hotpot Restaurant（1234 个地点）；7. Shanghai Restaurant（1187 个地点）；8. Restaurant（1106 个地点）；9. Cantonese Restaurant（910 个地点）；10. Korean Restaurant（836 个地点）。,"[""inspect_schema"", ""validate_sql"", ""execute_sql""]",
fsq_d04,fsq_shanghai_business_v2,function-calling,"[""district"", ""hard""]",True,True,True,False,semantic_mismatch,completed,True,,4,3,1,0,0,0,4918.646514415741,"SELECT canonical_district, COUNT(DISTINCT fsq_place_id) AS place_count FROM places WHERE canonical_district IS NOT NULL AND 1 = 1 GROUP BY canonical_district ORDER BY place_count DESC LIMIT 5",酒店最多的五个行政区是：1. Pudong（14569 个）；2. Changning（9284 个）；3. Xuhui（9054 个）；4. Huangpu（7229 个）；5. Jing'an（1705 个）。,"[""inspect_schema"", ""validate_sql"", ""execute_sql""]",
fsq_c08,fsq_shanghai_business_v2,function-calling,"[""category_join"", ""easy""]",True,True,True,False,semantic_mismatch,completed,True,,4,3,1,0,0,0,5544.635906815529,"SELECT COUNT(DISTINCT p.fsq_place_id) AS place_count, c.category_name FROM places p JOIN place_categories pc ON pc.fsq_place_id = p.fsq_place_id JOIN categories c ON c.category_id = pc.category_id WHERE (c.category_name = 'Hotel' OR c.category_name = 'Coffee Shop') GROUP BY c.category_name ORDER BY c.category_name ASC",酒店收录 2318 个地点，咖啡店收录 3290 个地点。,"[""inspect_schema"", ""validate_sql"", ""execute_sql""]",
fsq_s03,fsq_shanghai_business_v2,function-calling,"[""single_table"", ""easy""]",True,True,True,True,,completed,True,,4,3,1,0,0,0,2771.30426466465,SELECT COUNT(*) AS place_count FROM places WHERE tel IS NOT NULL AND TRIM(tel) <> '',留下联系电话的地点共有 18139 家。,"[""inspect_schema"", ""validate_sql"", ""execute_sql""]",
fsq_c06,fsq_shanghai_business_v2,function-calling,"[""category_join"", ""medium""]",True,True,True,True,,completed,True,,4,3,1,0,0,0,8434.109881520271,"SELECT c.category_name, COUNT(DISTINCT p.fsq_place_id) AS place_count FROM places p JOIN place_categories pc ON pc.fsq_place_id = p.fsq_place_id JOIN categories c ON c.category_id = pc.category_id WHERE pc.is_primary = 1 GROUP BY c.category_id, c.category_name ORDER BY place_count DESC, c.category_name ASC LIMIT 10",排名前 10 位的类型是：1. Chinese Restaurant（6003 个地点）；2. Office（3172 个地点）；3. Coffee Shop（3050 个地点）；4. Japanese Restaurant（2493 个地点）；5. Hotel（2287 个地点）；6. Café（2180 个地点）；7. Apartment or Condo（1836 个地点）；8. Noodle Restaurant（1616 个地点）；9. Asian Restaurant（1398 个地点）；10. Fast Food Restaurant（1304 个地点）。,"[""inspect_schema"", ""validate_sql"", ""execute_sql""]",
fsq_s05,fsq_shanghai_business_v2,function-calling,"[""single_table"", ""medium""]",True,True,True,True,,completed,True,,4,3,1,0,0,0,4257.175013422966,"SELECT MIN(longitude) AS west_longitude, MAX(longitude) AS east_longitude, MIN(latitude) AS south_latitude, MAX(latitude) AS north_latitude FROM places",覆盖的坐标范围为：西 120.895815，东 121.977995，南 30.696284，北 31.89192933242098。,"[""inspect_schema"", ""validate_sql"", ""execute_sql""]",
fsq_d02,fsq_shanghai_business_v2,function-calling,"[""district"", ""medium""]",True,True,True,True,,completed,True,,4,3,1,0,0,0,5175.052747130394,"SELECT canonical_district, COUNT(DISTINCT fsq_place_id) AS place_count FROM places WHERE canonical_district IS NOT NULL AND tel IS NOT NULL AND TRIM(tel) <> '' GROUP BY canonical_district ORDER BY place_count DESC LIMIT 5",能够明确识别所属行政区且留有联系电话的地点主要集中在 Pudong（2677 个）、Xuhui（2309 个）、Changning（2070 个）、Huangpu（2040 个）和 Jing'an（688 个）这五个区。,"[""inspect_schema"", ""validate_sql"", ""execute_sql""]",
fsq_a01,fsq_shanghai_business_v2,function-calling,"[""aggregate_topk"", ""medium""]",True,True,True,False,semantic_mismatch,completed,True,,4,3,1,0,0,0,6818.515121936798,"SELECT locality, COUNT(*) AS place_count FROM places WHERE locality IS NOT NULL AND TRIM(locality) <> '' AND (canonical_district IS NULL OR 1 = 0) GROUP BY locality ORDER BY place_count DESC LIMIT 10","原始城市或区县标注中，出现次数最多的十个名称是：1. Shanghai（43110 次）；2. 上海市（449 次）；3. shanghai（380 次）；4. 上海（240 次）；5. Shanghai, Shanghai Shi（66 次）；6. Shanghai, China（47 次）；7. 上海市 | Shanghai（36 次）；8. SHANGHAI（34 次）；9. Zhabei（27 次）；10. Chongming Island（22 次）。","[""inspect_schema"", ""validate_sql"", ""execute_sql""]",
fsq_a06,fsq_shanghai_business_v2,function-calling,"[""aggregate_topk"", ""medium""]",True,True,True,True,,completed,True,,4,3,1,0,0,0,6033.617854118347,"SELECT substr(date_closed, 1, 4) AS closed_year, COUNT(DISTINCT fsq_place_id) AS place_count FROM places WHERE date_closed IS NOT NULL AND TRIM(date_closed) <> '' GROUP BY substr(date_closed, 1, 4) ORDER BY place_count DESC, closed_year ASC LIMIT 5",关闭的地点主要集中在 2025 年（2241 个地点）、2018 年（418 个地点）、2017 年（410 个地点）、2026 年（374 个地点）和 2019 年（344 个地点）。,"[""inspect_schema"", ""validate_sql"", ""execute_sql""]",
fsq_d01,fsq_shanghai_business_v2,function-calling,"[""district"", ""medium""]",True,True,True,True,,completed,True,,4,3,1,0,0,0,6448.745623230934,"SELECT canonical_district, COUNT(DISTINCT fsq_place_id) AS place_count FROM places WHERE canonical_district IS NOT NULL AND 1 = 1 GROUP BY canonical_district ORDER BY place_count DESC LIMIT 10",能够明确识别所属行政区的地点前 10 名是：1. Pudong（14569 个）；2. Changning（9284 个）；3. Xuhui（9054 个）；4. Huangpu（7229 个）；5. Jing'an（1705 个）；6. Minhang（1624 个）；7. Putuo（782 个）；8. Hongkou（564 个）；9. Yangpu（520 个）；10. Chongming（232 个）。,"[""inspect_schema"", ""validate_sql"", ""execute_sql""]",
fsq_a04,fsq_shanghai_business_v2,function-calling,"[""aggregate_topk"", ""medium""]",True,True,True,True,,completed,True,,4,3,1,0,0,0,6267.729088664055,"SELECT substr(date_created, 1, 4) AS created_year, COUNT(*) AS place_count FROM places WHERE date_created IS NOT NULL AND TRIM(date_created) <> '' GROUP BY substr(date_created, 1, 4) ORDER BY place_count DESC, created_year ASC LIMIT 5",创建年份排名前五的年份是：1. 2012 年（12077 个）；2. 2011 年（11696 个）；3. 2013 年（9817 个）；4. 2010 年（8756 个）；5. 2016 年（5777 个）。,"[""inspect_schema"", ""validate_sql"", ""execute_sql""]",
fsq_q03,fsq_shanghai_business_v2,function-calling,"[""quality"", ""medium""]",True,True,True,False,semantic_mismatch,completed,True,,4,3,1,0,0,0,3617.2446459531784,"SELECT MAX(date_refreshed) AS last_refresh_date, COUNT(*) AS place_count FROM places WHERE date_refreshed IS NOT NULL AND TRIM(date_refreshed) <> ''",最近一次刷新发生在 2026-07-08，当天更新了 91770 个地点。,"[""inspect_schema"", ""validate_sql"", ""execute_sql""]",
fsq_c02,fsq_shanghai_business_v2,function-calling,"[""category_join"", ""medium""]",True,True,True,True,,completed,True,,4,3,1,0,0,0,6387.011379003525,"SELECT c.category_name, COUNT(DISTINCT p.fsq_place_id) AS place_count FROM places p JOIN place_categories pc ON pc.fsq_place_id = p.fsq_place_id JOIN categories c ON c.category_id = pc.category_id WHERE p.canonical_district = 'Pudong' GROUP BY c.category_id, c.category_name ORDER BY place_count DESC LIMIT 5",浦东最常见的五种地点类型是：1. Chinese Restaurant（1023 个）；2. Office（560 个）；3. Hotel（506 个）；4. Coffee Shop（464 个）；5. Plane（414 个）。,"[""inspect_schema"", ""validate_sql"", ""execute_sql""]",
fsq_c03,fsq_shanghai_business_v2,function-calling,"[""category_join"", ""medium""]",True,True,True,True,,completed,True,,4,3,1,0,0,0,6382.56773352623,"SELECT c.category_name, COUNT(DISTINCT p.fsq_place_id) AS place_count FROM places p JOIN place_categories pc ON pc.fsq_place_id = p.fsq_place_id JOIN categories c ON c.category_id = pc.category_id WHERE p.canonical_district = 'Xuhui' GROUP BY c.category_id, c.category_name ORDER BY place_count DESC LIMIT 5",徐汇最常见的五种地点类型是：1. Chinese Restaurant（659 个）；2. Office（450 个）；3. Café（314 个）；4. Coffee Shop（282 个）；5. Japanese Restaurant（226 个）。,"[""inspect_schema"", ""validate_sql"", ""execute_sql""]",
fsq_a03,fsq_shanghai_business_v2,function-calling,"[""aggregate_topk"", ""medium""]",True,True,True,True,,completed,True,,4,3,1,0,0,0,7270.047754049301,"SELECT postcode, COUNT(DISTINCT fsq_place_id) AS place_count FROM places WHERE postcode IS NOT NULL AND TRIM(postcode) <> '' GROUP BY postcode ORDER BY place_count DESC, postcode ASC LIMIT 10",地点最集中的十个邮政编码是：1. 200000（18477 个）；2. 200120（982 个）；3. 200030（763 个）；4. 200031（682 个）；5. 200051（638 个）；6. 200040（586 个）；7. 200021（486 个）；8. 200085（478 个）；9. 200025（385 个）；10. 200062（343 个）。,"[""inspect_schema"", ""validate_sql"", ""execute_sql""]",
fsq_s02,fsq_shanghai_business_v2,function-calling,"[""single_table"", ""easy""]",True,True,True,True,,completed,True,,4,3,1,0,0,0,2738.2397055625916,SELECT COUNT(*) AS place_count FROM places WHERE website IS NOT NULL AND TRIM(website) <> '',有官方网站的地点共有 10451 家。,"[""inspect_schema"", ""validate_sql"", ""execute_sql""]",
fsq_a08,fsq_shanghai_business_v2,function-calling,"[""aggregate_topk"", ""easy""]",True,True,True,False,semantic_mismatch,completed,True,,4,3,1,0,0,0,7487.101197242737,"SELECT fsq_place_id, name, date_refreshed FROM places WHERE date_refreshed IS NOT NULL AND TRIM(date_refreshed) <> '' ORDER BY date_refreshed DESC, name ASC LIMIT 10",最近更新的十个地点是：1. 13De Marzo Café（2026-07-08）；2. 18-19号站台（2026-07-08）；3. AMAM Lonbakery Town（2026-07-08）；4. APOLI ITA BAKERY（2026-07-08）；5. Amam Lonbakery Town（2026-07-08）；6. Arch Walk Mall (金虹桥商场)（2026-07-08）；7. BURBERRY（2026-07-08）；8. Baker & Spice（2026-07-08）；9. Beiqiao（2026-07-08）。,"[""inspect_schema"", ""validate_sql"", ""execute_sql""]",
fsq_d03,fsq_shanghai_business_v2,function-calling,"[""district"", ""hard""]",True,True,True,True,,completed,True,,4,3,1,0,0,0,5602.686360478401,"SELECT p.canonical_district, COUNT(DISTINCT pc.fsq_place_id) AS place_count FROM places p JOIN place_categories pc ON pc.fsq_place_id = p.fsq_place_id JOIN categories c ON c.category_id = pc.category_id WHERE c.category_name = 'Coffee Shop' AND p.canonical_district IS NOT NULL GROUP BY p.canonical_district ORDER BY place_count DESC LIMIT 1",能够明确识别所属行政区的咖啡店最多的是 Pudong，共有 464 家。,"[""inspect_schema"", ""validate_sql"", ""execute_sql""]",
fsq_a07,fsq_shanghai_business_v2,function-calling,"[""aggregate_topk"", ""hard""]",True,True,True,False,semantic_mismatch,completed,True,,4,3,1,0,0,0,6245.684817433357,"SELECT COUNT(*) AS place_count, CASE WHEN website IS NOT NULL AND TRIM(website) <> '' AND tel IS NOT NULL AND TRIM(tel) <> '' THEN 'both' WHEN website IS NOT NULL AND TRIM(website) <> '' OR tel IS NOT NULL AND TRIM(tel) <> '' THEN 'one' ELSE 'neither' END AS contact_status FROM places GROUP BY contact_status ORDER BY contact_status ASC",同时留有官网和电话的地点 6929 个，只留一种联系方式的地点 14732 个，两种都没留的地点 70109 个。,"[""inspect_schema"", ""validate_sql"", ""execute_sql""]",
fsq_q02,fsq_shanghai_business_v2,function-calling,"[""quality"", ""medium""]",True,True,True,True,,completed,True,,4,3,1,0,0,0,3831.966072320938,"SELECT flag, COUNT(DISTINCT fsq_place_id) AS place_count FROM place_unresolved_flags GROUP BY flag ORDER BY place_count DESC, flag ASC",各类数据质量标记影响的地点数量为：duplicate（391 个）、closed（88 个）、doesnt_exist（3 个）、privatevenue（2 个）、inappropriate（1 个）。,"[""inspect_schema"", ""validate_sql"", ""execute_sql""]",
